cell_specimen_id,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,fail_tags_qc,failed_blowout,failed_electrode_0,failed_seal,failed_input_access_resistance,failed_qc,failed_fx_long_squares,failed_fx_short_squares,failed_fx_ramps,failed_fx_chirps,failed_fx_sweep_features,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,upstroke_short_square,downstroke_short_square,width_suprathresh_short_square,peak_deltav_short_square,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,sag_depol,sag_area_depol,sag_tau_depol,cell_name
1263776146,,19.59000015,4/13/23 17:46,5.368403968,174.411824,15.450327,0.088585319,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.388430311,-36.40625381,0.0003,435.9845113,-314.0125275,0.00028,63.37500572,0.279296815,1.084509609,0.005671619,-50.44161224,21.99999809,0.339830916,-79.65625,262.1874809,158.2796816,0.018344634,0.07256,1,,1.315700525,-32.09375381,27,0.0003,412.6567255,-313.6403137,0.00026,-53.34375381,-51.78125381,1.854380144,-51.78125381,-50.28125381,0.008220815,20,0.01328,0.051141053,0.05266,0.122633017,0.114514445,1.336361168,-32.65625381,25.25,0.00032,406.9086392,-304.4900203,0.00026,-51.96875381,-51.9375,2.715172659,0.013370035,0.052210802,0.146811325,0.120708854,44,1.168895682,1,0.925498354,0.961846488,0.905850046,0.981595019,0.066863324,-1.5625,-0.031253815,-19.6875,-19.28124619,59.09375381,57.90625381,,26.45502646,0.570221543,1.169275781,0.031443385,
1263805017,,21.63562584,4/13/23 19:25,20.81396941,323.863296,19.542728,0.060342522,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.556332033,-36.046875,0.00041,344.4122991,-221.3005519,0.00033,56.32812595,0.243670508,2.171981719,2.956302694,-64.40287781,40,0.504396876,-91.5625,292.974174,218.6122633,0.018436267,0.0841,6,0.179472,1.626558761,-34.90625381,23.59375191,0.00042,342.5183935,-210.5785549,0.00036,-54.84375381,-54.71875,1.900874401,-53.75,-52.84375381,0.011464979,26,0.02342,0.0389472,0.0402,0.135127985,0.1613183,1.580708383,-34.96875381,22.75000191,0.00042,337.3152028,-213.3949603,0.00034,-54.84375381,-54.75000381,2.044888949,0.02698145,0.0156451,0.126326621,0.090715688,70,1.860111257,1.047619048,0.882371065,0.940070597,0.938227402,0.974834439,0.057227707,-0.125003815,-0.09375,-19.81249619,-19.78125,58.50000572,57.71875572,8.180628272,36.5497076,0.261914164,0.985613203,0.062870073,
1263820694,,19.02874947,4/13/23 20:19,2.067418496,302.040288,16.016357,0.053027221,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.559533398,-34.4375,0.0004,365.7567097,-234.529578,0.00032,59.18750191,0.090253726,0.524346133,,-69.86991119,59.99999619,0.459113608,-100.3750076,275.9014964,252.7679971,0.021627115,0.23084,1,,1.718508924,-33.93750381,23.03125191,0.00042,336.4624935,-195.7874578,0.00036,-54.15625,-52.15625,-0.604820622,-52.15625,-52.50000381,0.005358747,26,0.03922,0.0375496,0.03884,0.148872429,0.078828829,1.632150158,-33.53125381,29.25000191,0.00038,385.9261779,-236.4526181,0.00032,-52.875,-52.40625,0.608872498,0.026740433,0.015880296,0.18043892,0.129015936,62,1.446339501,1.095238095,0.92068046,0.947043536,0.96516019,0.99865039,0.005885238,-2,-0.46875,-18.21874619,-18.87499619,56.96875572,62.78125572,,29.81514609,0.173688039,1.408972969,,
1261690851,,-6.275625229,4/7/23 17:58,1.540375936,184.652688,10.250011,0.055509677,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.391268692,-36.81250381,0.00054,216.8406105,-155.8581831,0.00042,51.96875381,0.049740382,0,,-47.42648697,90,0.01006865,-63.34375763,141.406253,144.1097029,0.006305373,0.00366,1,,1.372059266,-37.75000381,19.68750191,0.00048,251.286642,-183.1456179,0.0004,-52.50000381,-52.43750381,3.001339902,-52.43750381,,,1,0.0021,,,,,1.404437851,-38.00000381,19.5,0.00048,242.1526351,-172.419616,0.00042,-50.5,-50.31250381,3.531951743,,,0,,2,,,,,,,,-0.0625,-0.187496185,-14.6875,-12.3125,57.43750572,57.50000381,,,0.356648982,0.449003086,0.039486265,
1254468615,,24.94562531,3/16/23 21:23,2.439780352,452.993376,11.364944,0.025088543,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.00102468,-34.84375,0.00074,231.9529338,-115.917078,0.0006,61.21875191,0.118390761,1.788552031,0.010306103,-69.96659088,40,0.123065878,-97.53125,353.9062142,313.2672798,0.021858828,0.34974,1,,2.924001318,-32.28125,35.65625,0.0009,245.1904928,-83.85443991,0.0008,-52.53125381,-44.53125381,-0.147960095,-44.53125381,-43.9375,,1,0.13716,,,,,2.697144372,-33.28125,29.09375191,0.00096,208.1549151,-77.17603746,0.00084,-48.03125,-45.96875381,-0.075977962,,0.155268088,0.537360841,0.337452191,26,6.385026738,1.25,0.569826205,0.751599239,0.752457524,0.83237652,0.020522955,-8,-2.062496185,-12.25000381,-12.68750381,67.9375,62.37500191,,,0.145234302,0.869058203,0.025852123,
1254153077,,47.21374893,3/15/23 16:15,3.005602816,405.523712,18.555206,0.045756155,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.75498604,-43.71875,0.0005,304.0716734,-173.2615909,0.0004,61.375,0.289433807,2.767601563,0.205531936,-59.89538956,26,0.515776392,-94.4375,238.1138206,172.679094,0.013329545,0.12634,2,0.18676,1.943265654,-42.6875,16.3125,0.00052,285.2261969,-146.7767396,0.00046,-59.53125381,-55.40625381,-2.011081542,-53.50000381,,0.005864151,33,0.00998,0.030781875,0.03037,0.111223653,0.096056623,1.885109989,-44.15625381,19.375,0.00052,312.4044028,-165.7221088,0.00044,-59.68750381,-58.50000381,-0.616008097,0.120768065,0.002255952,0.08579517,0.122558886,69,0.938081937,1.038461538,0.870464214,0.892027075,0.932374019,0.970703125,0.13269962,-4.125,-1.1875,-12.71875381,-14.34375,59,63.53125381,5.354465624,36.36363636,0.310004741,0.85345,,
1254160695,,32.74625015,3/15/23 17:14,-263.6856689,336.906624,17.847466,0.052974518,seal -263.685669 below min 0.750000,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.955947492,-34.81250381,0.00044,367.9696235,-188.1285796,0.0004,66.34375572,0.194802061,1.632906094,0.16189139,-59.93104553,24,0.141129071,-90.78125763,263.9706135,192.0285682,0.023167932,0.14604,8,0.121597143,1.968134641,-34.125,35.62500381,0.00046,388.927458,-197.6122211,0.0004,-49.53125,-49.31250381,0.365319653,-50.93750381,,0.077160449,14,0.05402,0.070592308,0.05476,0.845818807,0.044642857,1.945462872,-35.1875,28.06250191,0.00046,348.9560614,-179.3691704,0.0004,-47.625,-47.50000381,1.38204396,0.216199377,0.122510576,1.108109081,0.103346489,14,0.612244898,1.086956522,0.766162978,0.781378368,0.913003719,0.854385927,0.231590488,-0.218746185,-0.124996185,-15.18750381,-12.31250381,69.75000381,63.25000191,72.88629738,53.93743258,0.251442641,0.894448047,0.13876432,
1254168562,,19.65812492,3/15/23 17:49,2.296753408,849.073088,17.933136,0.021120839,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.037456841,-39.73437691,0.00051,381.437747,-187.3456205,0.00044,72.73437881,0.136192381,1.658461406,0.262681376,-64.80957031,20,0.450959531,-101.0937576,277.8906226,245.1895087,0.022498818,0.13254,2,0.21902,2.024530249,-37,35.71875,0.00052,375.1990027,-185.3264494,0.00046,-60.68750381,-53.81250381,-0.520149284,-54,-53.34375381,0.012360153,22,0.01426,0.045002857,0.04506,0.18249779,0.056706652,2.002635651,-41.03125381,31.75000191,0.0005,380.5265037,-190.0128481,0.00044,-56.68750381,-56.40625381,1.009719739,0.033372595,0.022250502,0.167593091,0.121654446,64,1.21145098,1.076923077,0.875050858,0.944308202,0.984251969,0.954128552,0.1235534,-6.875,-0.28125,-16.81250381,-15.375,72.71875,72.78125572,4.565793078,32.21649485,0.241842762,0.770546953,,
1254184251,,19.23624992,3/15/23 18:47,1.069456704,255.712,18.982156,0.074232559,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.043951964,-34.32812786,0.00088,261.4506147,-127.9119444,0.00066,60.23437881,0.216882467,2.057139844,0.132313001,-69.11065674,29.99999809,0.070312489,-98.65625,325.5444765,253.7217009,0.042841975,0.87808,1,,2.825634842,-39.71875,36.375,0.00106,274.4837296,-97.14055247,0.00092,-64.71875,-59.87500381,-1.081962503,-59.87500381,,0.121606817,3,0.25982,0.3286,0.3286,0.121606817,,2.764401447,-42.03125,35.62500381,0.00106,275.4623696,-99.64629772,0.00092,-64.65625,-61.53125381,-2.182226933,0.023929676,0.121606817,0.015200852,,3,,,,,,,,-4.843746185,-3.124996185,-20.15625381,-19.50000381,76.09375,77.65625381,,3.464523282,0.043017145,0,,
1254191165,,38.83312607,3/15/23 19:43,0.651464512,219.170768,11.218411,0.051185708,seal 0.651465 below min 0.750000,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.499494065,-37.84375381,0.00042,315.2758594,-210.2548232,0.00032,52.84375477,0.088401891,0.505366055,0.066389647,-60.11906052,50,0.330350628,-81.1875,168.1251526,174.6633861,0.015243698,0.07936,2,0.2237,1.836233755,-36.65625381,-1.5,0.0005,199.8753056,-108.8506869,0.00038,-57.15625381,-52.15625,-0.586219572,-51.84375,,0.011067763,16,0.02434,0.060718667,0.06062,0.101457311,0.051416886,1.999226833,-34.6875,-9.15625,0.00056,150.6502581,-75.3542598,0.00038,-51.03125381,-49.15625381,-0.723308782,0.151357949,0.012516383,0.07812027,0.091659341,31,1.31047051,1.038461538,0.932906282,0.959109001,0.950554036,0.903083707,0.110463907,-5.000003815,-1.875,-15.49999619,-14.46875381,35.15625381,25.53125,4.470272687,20.79866889,0.161345825,0,,
1249688840,,-19.47687531,2/24/23 18:02,2.932994048,918.446784,19.65799,0.021403516,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.83294996,-32.15625,0.000773333,210.1343347,-114.6422147,0.000526667,46.93750064,0.124133728,1.257086797,0.056173782,-61.97706604,10,0.38518313,-103.1875,702.3848891,642.9800035,0.030289313,0.85552,1,,1.828822879,-30.56250191,26.03125191,0.00068,230.5464588,-126.0627595,0.00056,-54.06250381,-53.81250381,0.274245904,-53.81250381,,0.017210475,11,0.10694,0.084872,0.08455,0.117174008,0.294224813,1.972246356,-31.09375191,30.03125,0.0007,252.8653604,-128.2118532,0.00056,-54.03125381,-53.90625,0.95678935,0.018579235,0.005296064,0.104899007,0.242081346,122,1.066998755,1.085714286,0.870147968,0.976327866,0.912562819,0.965660834,0.018579235,-0.25,-0.125003815,-23.25000191,-22.81249809,56.59375381,61.12500191,,12.45640259,0.212107584,0,,
1249688878,,7.271874905,2/24/23 18:17,3.373796352,737.204736,16.839552,0.022842436,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.01336907,-31.14843893,0.00097,134.3959962,-66.75188148,0.00065,36.08593905,0.046966791,0,,-71.70728302,70,0.237385411,-99.43750763,336.6319537,340.4427018,0.019332976,0.8984,1,,1.946254895,-30.34375191,15.68750095,0.00084,154.0742941,-79.16449923,0.00068,-46.46875381,-46.25,-0.337789857,-46.25,-42.40625381,-0.018745301,15,0.01552,0.066054286,0.06417,0.221525842,0.530282638,2.080506116,-35.3125,11.0625,0.00082,161.8085078,-77.77362757,0.00068,-48.93750381,-48.68750381,-0.386043461,0.043823196,0.003429329,0.269115492,0.519760672,33,0.722798383,1.047619048,0.818396976,0.942363286,0.775528223,1.439527984,0.013962845,-0.218753815,-0.25,-15.90624809,-13.37500381,46.03125286,46.375,,11.83431953,0.13592267,1.2942175,0.513007161,
1246361514,,15.37125015,2/10/23 21:34,2.212767488,451.076768,6.1609975,0.013658423,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.320208923,-39.875,0.00086,205.1583753,-88.42237146,0.00074,61.375,0.015116007,0,,-57.53938675,16,0.032495812,-97.96875763,363.7499511,361.7540267,0.027442465,0.38678,1,,2.31741556,-33.09375,28.09375191,0.00088,190.3231419,-82.12732544,0.00078,-50.68750381,-44.37500381,-0.432677675,-44.37500381,-43.68750381,0.013349451,16,0.01854,0.064144,0.06474,0.165287071,0.177388836,2.437251718,-36.18750381,27.65625191,0.00088,211.2696388,-86.68355312,0.00076,-49.65625381,-49.125,-0.154317884,0.389430477,0.0291273,0.168366411,0.137215772,23,1.173913043,1.159090909,0.598142388,0.752080055,0.886588714,0.765039675,0.235439696,-6.3125,-0.531253815,-11.28125381,-12.93749619,61.18750191,63.84375572,,18.66368048,0.021701898,0,,
1246376240,,16.36874962,2/10/23 22:55,5.096574464,790.117632,14.662679,0.01855759,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.197097459,-34.609375,0.00056,347.8847216,-158.347439,0.00048,71.17187691,0.217726976,2.184372813,0.16563644,-57.61114883,6,0.004622116,-103.15625,385.156244,283.0802063,0.026317128,0.56084,1,,1.997475949,-29.06250191,30.40625191,0.00066,253.9829003,-127.1519191,0.00054,-52.50000381,-48.43750381,1.351561591,-48.43750381,-46.78125381,0.055836105,5,0.11126,0.208745,0.21732,0.124548121,,2.086461992,-28.84375191,32.0625,0.00068,261.7413539,-125.4474584,0.00058,-49.4375,-47.78125,1.159743569,0.222460168,0.118986423,0.252375997,,6,1.399089166,1.088235294,0.765180543,0.834982632,0.889490798,0.885964972,0.222460168,-4.0625,-1.65625,-19.37500191,-18.93749809,59.46875381,60.90625191,,5.993048064,0.04103905,0,,
1246384128,,12.52562523,2/10/23 23:32,1.500837504,501.270944,14.828465,0.029581737,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246391249,,18.36812592,2/10/23 23:59,1.84849856,270.345408,10.686455,0.039528894,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246060977,,37.18187332,2/9/23 19:10,2.540859392,356.240672,12.782207,0.035880819,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3.091997161,-36.25000381,0.00104,224.0728039,-72.46863185,0.00094,68.84375763,0.007685571,0,,-55.61192322,18,0.294897379,-102.8437576,422.0314026,410.9413794,0.028536521,0.2111,1,,3.07652049,-34.03125381,35.5,0.00102,231.1173998,-75.12298408,0.0009,-48.06250381,-46.15625381,0.309686259,-46.15625381,-44.03125,0.079746878,14,0.0142,0.070464615,0.06688,0.534821345,0.088226157,3.201313808,-36.18750381,36.6875,0.00104,238.1315869,-74.38558079,0.00098,-45.375,-45.03125381,0.412688398,0.029356943,0.053438442,0.402048197,0.18878362,38,3.540396341,1.26,0.644432366,0.758078885,0.80509224,0.874567527,0.023041475,-1.90625,-0.343746185,-12.125,-8.84375,69.53125381,72.87500381,,53.47593583,0.238249272,0.85175375,0.066790326,
1246076036,,21.53000069,2/9/23 20:32,2.127954816,529.27632,19.51615,0.036873273,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.485988338,-32.28125,0.001,219.9999851,-88.49598439,0.0008,62.90625,0.006940378,0,,-60.85086441,29.99999809,0.044671065,-95.75000763,725.1839042,588.4665293,0.038806758,0.2948,1,,3.062641878,-27.59375,35.03125,0.00118,188.9043398,-61.68019225,0.00102,-45.90625381,-41.90625381,-0.959471442,-41.90625381,,0.129262697,4,0.1401,0.065873333,0.0655,0.208273695,,2.687587874,-27.75000191,31.78125191,0.00124,161.9927782,-60.2744118,0.00106,-43.375,-42.21875381,-0.280422149,0.113362277,0.025404194,0.293616648,,18,1.381547333,1.296875,0.563454012,0.72099895,0.746681366,0.91325542,0.125406684,-4,-1.156246185,-14.31250381,-14.46875191,62.625,59.53125381,,20.30044661,0.368616343,2.476348906,0.075847463,
1246058682,,24.87562561,2/9/23 18:57,3.130700544,624.116032,19.199286,0.030762366,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2.050778607,-45.67187691,0.00089,188.8648455,-92.094512,0.00076,58.54687738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246071671,,32.84187317,2/9/23 20:30,3.429655552,541.745664,14.10254,0.026031662,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.189206024,-37.37500381,0.00104,176.5329101,-80.6598805,0.00076,55.54687977,0.068880454,0.666833516,0.013818816,-69.90505981,59.99999619,9.37E-19,-102.5000076,446.0747838,390.0892391,0.016420925,0.33168,1,,3.596775481,-35.15625,26.875,0.00142,156.9875367,-43.64674347,0.00128,-48.1875,-45.0625,-0.716808171,-45.0625,,,1,0.30582,,,,,3.423743656,-34.09375381,25.84375,0.00144,146.1420313,-42.6848637,0.00128,-46.84375381,-44.59375,-0.551770692,,,,,1,,,,,,,,-3.125,-2.250003815,-9.90625,-10.49999619,62.03125,59.93750381,,,0.029683987,0,,
1246084416,,37.33312607,2/9/23 20:59,2.399229696,338.4552,9.880972,0.029194328,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.818990992,-26.53125191,0.0008,172.5192003,-94.84335054,0.00048,34.21875191,0.496617556,3.141380313,0.05419334,-53.89034653,300,8.84E-20,-99.90625763,409.122318,185.5685694,0.015948259,0.0001,1,,,-55.00000381,7.500000477,,162.1480798,,,,,,,,,1,0.00012,,,,,,-54.40625,11.93750095,,203.3307457,,,,,,,,,,1,,,,,,,,,,,,62.50000429,66.34375095,,,-0.272118747,0,,
1246091499,,7.971250057,2/9/23 21:44,1.229304704,290.716288,9.485328,0.032627439,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.31978077,-36.59375,0.0008,295.2155337,-127.2601004,0.00066,78.625,0.216173753,2.39931875,0.25958663,-50.89894485,59.99999619,0.102163962,-82.15625763,288.4374857,230.6293048,0.017259969,0.0229,1,,2.334848388,-33.5625,42.34375,0.00082,282.7948107,-121.1191323,0.00064,-61.00000381,-60.53125,-0.319129532,-60.53125,,0.138169886,6,0.0071,0.154212,0.1809,0.584086744,,2.407660647,-36.46875,42.21875381,0.0008,296.287508,-123.0603276,0.00066,-61.03125381,-60.65625381,-0.122507763,0.026088879,0.088793509,0.701529479,0.014023752,14,4.540969541,1.2,0.689643489,0.818849793,0.819194516,0.870466243,0.026088879,-0.468753815,-0.375,-26.96875,-24.18750381,75.90625,78.68750381,,21.46844139,0.326496631,0.894179297,0.029305445,
1246112075,,48.11125183,2/9/23 22:15,3.604813056,1091.525248,9.161195,0.008393022,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.736909326,-32.09375381,0.00068,428.9763101,-156.7374944,0.00054,78.37500763,0.045709059,0,,-68.90444946,10,0.31014885,-98.28125763,673.2003093,633.9730222,0.034145717,0.21236,3,0.35528,2.427931044,-32.09375381,41,0.00072,351.035027,-144.5819591,0.0006,-57.28125381,-56.93750381,-0.108308872,-56.43750381,-56.43750381,0.049987731,10,0.02726,0.101491111,0.09988,0.257103906,0.250225023,2.60592178,-32.875,41.34375381,0.00066,398.8427085,-153.0524483,0.00054,-59.00000381,-58.81250381,0.548168833,0.014042126,0.032822389,0.186016531,0.172596744,46,1.486417386,1.121212121,0.688700236,0.9018566,0.884030476,0.89493567,0.014042126,-0.34375,-0.1875,-24.84375,-25.93750381,73.09375381,74.21875381,3.207389826,15.98976655,0.11359752,0.40767625,,
1241093100,,54.68500137,1/20/23 17:54,6.031882752,385.104,15.412577,0.040021856,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.555842305,-34.29166794,0.000786667,161.8808537,-104.0899447,0.000633333,49.55208524,0.076312952,0.342383594,0.017095736,-63.85758591,18,0.17847592,-101,364.8438156,355.2366703,0.046047904,0.3289,1,,1.650132773,-32.81250381,21.40625191,0.00078,173.3634092,-105.0602788,0.00066,-54.37500381,-48.68750381,1.250980933,-48.68750381,-44.1875,0.032715848,11,0.04052,0.086854,0.09419,0.234482283,0.209517404,1.633724411,-33.03125,21.18750191,0.00078,168.4935066,-103.1345957,0.00066,-48.46875381,-48.31250381,0.918477481,0.01654894,0.177353688,0.361126944,0.182224808,26,34.60707269,1.026315789,0.891638505,1.015146691,0.916211349,0.985945947,0.26477434,-5.6875,-0.15625,-15.875,-15.28125381,54.21875572,54.21875191,,18.2748538,0.062638246,0,,
1241103406,,-13.11250019,1/20/23 18:40,2.3070656,132.013256,14.557036,0.110269502,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.21039465,-30.21875191,0.00088,252.8056871,-114.3712898,0.0007,71.68750191,0.059801828,0.528408828,,-49.64192963,100,0.052173913,-82.71875,196.9401389,221.9545981,0.028150018,0.21428,1,,2.771059942,-22.65625,51.03125381,0.00094,264.2590381,-95.36388374,0.00076,-50.78125381,-48.06250381,-0.81876052,-48.06250381,,0.36928511,3,0.15736,0.20101,0.20101,0.36928511,,2.611364419,-20.46875191,51.15625381,0.00096,248.5397262,-95.17619387,0.00078,-48.84375381,-45.78125,-1.497722672,0.026447722,0.165283805,0.324921939,0.516320475,8,3.261924513,1.06122449,0.809019148,0.871292956,0.777434359,0.972727201,0.026447962,-2.71875,-3.062503815,-25.40625381,-25.31249809,73.68750381,71.62500572,,7.887679445,0.176846072,0.65287543,,
1241117813,,24.12000084,1/20/23 19:45,2.878115072,551.12032,13.247017,0.024036524,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.84439354,-34.34375191,0.00064,258.5046401,-140.325237,0.00051,60.81250286,0.13203758,1.436445,0.067571954,-65.66197968,28,0.226060558,-100.3125,479.3750346,412.6529576,0.048619765,0.34092,1,,2.077020248,-31.0625,34.0625,0.00076,253.8540291,-122.2202958,0.0006,-55.71875381,-53.00000381,0.960058322,-53.00000381,-52.3125,0.014027738,12,0.04084,0.079298182,0.0803,0.100680851,0.087188233,1.995510712,-31.65625,37.65625,0.00068,287.2846891,-143.9654958,0.00056,-55.84375,-55.59375,0.389389818,0.020546346,0.043058239,0.087995549,0.076807752,33,1.16087308,1.085714286,0.779204653,0.855931704,0.914201189,0.884551405,0.0142063,-2.71875,-0.25,-21.93750381,-23.9375,65.125,69.3125,,15.46072975,0.01034475,0,,
1241127675,,49.15250015,1/20/23 20:50,1.75504448,155.97168,11.251064,0.0721353,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2.645477275,-34.15625191,0.00094,280.6983557,-106.1210297,0.00069,75.79687881,0.002482701,0,,-59.68893051,70,0.019092123,-88.71875763,265.312463,261.9463656,0.087769692,0.97658,1,,3.450853462,-29.15625,46.53125381,0.00112,276.5641949,-80.14370879,0.00088,-56.50000381,-50.15625,-1.191770686,-50.15625,,,1,0.63896,,,,,3.351965948,-29.03125,46.21875381,0.00112,274.2841883,-81.82785641,0.00088,-57.1875,-51.18750381,-1.333633023,,0.045478675,0.030319116,0.079830349,3,,,,,,,,-6.343753815,-5.999996185,-21,-22.15625381,75.68750381,75.25000381,,,,,,
1240874377,,-33.04312515,1/19/23 21:41,-2.134295552,329.864224,12.130711,0.036774861,seal -2.134296 below min 0.750000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240903487,,23.46999931,1/19/23 23:08,2.684515072,1009.524736,21.376532,0.021174847,initial_access_resistance_mohm 21.376532 exceeds max 20.000000,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240884895,,-15.97937489,1/19/23 22:11,5.754776064,489.1712,13.298437,0.02718565,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.776120239,-15.50000095,0.00054,303.8571737,-171.0791686,0.00046,68.81250477,0.034335148,0,,-55.24895096,59.99999619,0.038554217,-94.65625,321.1069107,317.9353084,0.017627319,0.07686,2,0.47048,1.844068663,-13.37500095,57.37500381,0.00058,301.8003643,-163.6600472,0.00048,-31.84375191,-31.68750191,1.373717623,-30.43750191,-22.71875191,0.311736421,7,0.023,0.151176667,0.04679,1.134537043,,1.813371991,-14.84375095,53.09375381,0.00056,292.8839873,-161.5134615,0.00046,-30.68750191,-30.56250191,2.751940768,0.003839848,0.255816847,0.790111081,,11,3.869983949,1.321428571,0.587545471,0.799289053,0.406593407,0.926267281,0.002890586,-0.15625,-0.125,-18.31250095,-15.71875095,70.75000477,67.93750477,2.125488862,77.88161994,0.297481507,2.363700469,0.116080054,
